"","Gene","Chromosome"
"1000","SLC27A1","chr19"
"1001","SLC5A5","chr19"
"1002","ZNF536","chr19"
"1003","PDCD5","chr19"
"1004","HAUS5","chr19"
"1005","LRFN3","chr19"
"1006","ZNF383","chr19"
"1007","ZNF793","chr19"
"1008","PRX","chr19"
"1009","POLD1","chr19"
"1010","LIM2","chr19"
"1011","FPR1","chr19"
"1012","LILRB5","chr19"
"1013","KIR3DL2","chr19"
"1014","ZNF628","chr19"
"1015","NLRP8","chr19"
"1016","NLRP5","chr19"
"1017","ZNF548","chr19"
"1018","PLCB4","chr20"
"1019","CEP250","chr20"
"1020","ACTR5","chr20"
"1021","SEMG2","chr20"
"1022","ARFGEF2","chr20"
"1023","KCNB1","chr20"
"1024","TSHZ2","chr20"
"1025","MC3R","chr20"
"1026","GNAS","chr20"
"1027","ZNF831","chr20"
"1028","GRIK1","chr21"
"1029","KRTAP24-1","chr21"
"1030","ERG","chr21"
"1031","DNMT3L","chr21"
"1032","KRTAP10-8","chr21"
"1033","TBX1","chr22"
"1034","SGSM1","chr22"
"1035","SOX10","chr22"
"1036","CACNA1F","chrX"
"1037","CYLC1","chrX"
"1038","SEPTIN6","chrX"
"1039","ADGRG4","chrX"
"1040","MIR506","chrX"
"1041","PRKD3","chr2"
"1042","DPPA2","chr3"
"1043","CFAP91","chr3"
"1044","UTRN","chr6"
"1045","FBXO5","chr6"
"1046","EGR3","chr8"
"1047","PHF24","chr9"
"1048","LGI1","chr10"
"1049","CCDC62","chr12"
"1050","ADCY4","chr14"
"1051","PRPF39","chr14"
"1052","PRKCH","chr14"
"1053","MYOCD","chr17"
"1054","CIDEA","chr18"
"1055","DCC","chr18"
"1056","MIR520C","chr19"
"1057","COL20A1","chr20"
"1058","PDK3","chrX"
"1059","FATE1","chrX"
"1060","TUT4","chr1"
"1061","HOXD4","chr2"
"1062","MARCHF4","chr2"
"1063","KLHDC8B","chr3"
"1064","STAB1","chr3"
"1065","DNAJC13","chr3"
"1066","EXOC1","chr4"
"1067","NUP155","chr5"
"1068","ZNF394","chr7"
"1069","SLC25A37","chr8"
"1070","STOX1","chr10"
"1071","ARMC5","chr16"
"1072","KIFC3","chr16"
"1073","CSNK2A2","chr16"
"1074","KCNG4","chr16"
"1075","ZNF271P","chr18"
"1076","ZNF229","chr19"
"1077","ATF4","chr22"
"1078","MXRA5","chrX"
"1079","ARMCX1","chrX"
"1080","ATP11C","chrX"
"1081","SETDB1","chr1"
"1082","DENND4B","chr1"
"1083","METTL18","chr1"
"1084","TMEM63A","chr1"
"1085","ZBTB18","chr1"
"1086","OR6F1","chr1"
"1087","OR14I1","chr1"
"1088","PSD4","chr2"
"1089","ZRANB3","chr2"
"1090","EPHB1","chr3"
"1091","GMPS","chr3"
"1092","CTNND2","chr5"
"1093","IPO11","chr5"
"1094","PCDHA7","chr5"
"1095","DAXX","chr6"
"1096","PAQR8","chr6"
"1097","EYS","chr6"
"1098","HDAC2","chr6"
"1099","JAZF1","chr7"
"1100","CER1","chr9"
"1101","MAN1B1","chr9"
"1102","RBP3","chr10"
"1103","VSTM4","chr10"
"1104","SLF2","chr10"
"1105","EDRF1","chr10"
"1106","MGMT","chr10"
"1107","CELF1","chr11"
"1108","OR5D18","chr11"
"1109","YPEL4","chr11"
"1110","FCHSD2","chr11"
"1111","RB1","chr13"
"1112","C14orf93","chr14"
"1113","PRKD1","chr14"
"1114","RALGAPA1","chr14"
"1115","PYGL","chr14"
"1116","NPAP1","chr15"
"1117","MEFV","chr16"
"1118","SH2B1","chr16"
"1119","CHD3","chr17"
"1120","TOP2A","chr17"
"1121","COL1A1","chr17"
"1122","TEX2","chr17"
"1123","CBX8","chr17"
"1124","CD320","chr19"
"1125","CDC37","chr19"
"1126","PRODH2","chr19"
"1127","ZNF45","chr19"
"1128","SEMG1","chr20"
"1129","RPAP2","chr1"
"1130","AGL","chr1"
"1131","VAV3","chr1"
"1132","RBM15","chr1"
"1133","LCE1F","chr1"
"1134","DHX57","chr2"
"1135","ZC3H15","chr2"
"1136","DCAF1","chr3"
"1137","AMOTL2","chr3"
"1138","PCDH7","chr4"
"1139","RASGEF1B","chr4"
"1140","PDE8B","chr5"
"1141","PCDHGA7","chr5"
"1142","FLT4","chr5"
"1143","RARS2","chr6"
"1144","AMPH","chr7"
"1145","COL1A2","chr7"
"1146","LMTK2","chr7"
"1147","CADPS2","chr7"
"1148","SULF1","chr8"
"1149","EXT1","chr8"
"1150","PRSS3","chr9"
"1151","SPATA31E1","chr9"
"1152","COL27A1","chr9"
"1153","PRRC2B","chr9"
"1154","CEL","chr9"
"1155","RXRA","chr9"
"1156","TRAF2","chr9"
"1157","ADAMTS14","chr10"
"1158","SMC3","chr10"
"1159","CFAP46","chr10"
"1160","PITPNM1","chr11"
"1161","PARP11","chr12"
"1162","CLEC1A","chr12"
"1163","FAM234B","chr12"
"1164","TRPV4","chr12"
"1165","RAD9B","chr12"
"1166","RNF17","chr13"
"1167","MTUS2","chr13"
"1168","STARD13","chr13"
"1169","LIG4","chr13"
"1170","KCNK10","chr14"
"1171","IGHV3-23","chr14"
"1172","CEP152","chr15"
"1173","VPS13C","chr15"
"1174","TAOK2","chr16"
"1175","RPGRIP1L","chr16"
"1176","ATP2C2","chr16"
"1177","COX4I1","chr16"
"1178","SLC35B1","chr17"
"1179","DSC2","chr18"
"1180","BTBD2","chr19"
"1181","LINGO3","chr19"
"1182","ZNRF4","chr19"
"1183","RBM12","chr20"
"1184","TTI1","chr20"
"1185","ZHX3","chr20"
"1186","SULF2","chr20"
"1187","TPTE","chr21"
"1188","SREBF2","chr22"
"1189","ACOT9","chrX"
"1190","CXorf38","chrX"
"1191","USP51","chrX"
"1192","TAF1","chrX"
"1193","ATRX","chrX"
"1194","PCDH11X","chrX"
"1195","ZMAT1","chrX"
"1196","ATP13A2","chr1"
"1197","SOCS5","chr2"
"1198","MTTP","chr4"
"1199","ZFYVE16","chr5"
"1200","PHF14","chr7"
"1201","TAS2R41","chr7"
"1202","CHD7","chr8"
"1203","SLC44A1","chr9"
"1204","GRIN2B","chr12"
"1205","ABCC9","chr12"
"1206","MDM2","chr12"
"1207","ATXN2L","chr16"
"1208","ATAD5","chr17"
"1209","BCL3","chr19"
"1210","PPP6R1","chr19"
"1211","ZNF134","chr19"
"1212","SLC4A11","chr20"
"1213","GATA5","chr20"
"1214","MX2","chr21"
"1215","ADARB1","chr21"
"1216","PATZ1","chr22"
"1217","TEX13A","chrX"
"1218","MAMLD1","chrX"
"1219","CHRNB2","chr1"
"1220","ZPLD1","chr3"
"1221","TBX18","chr6"
"1222","UBR5","chr8"
"1223","GPR137","chr11"
"1224","ISX","chr22"
"1225","GPRASP2","chrX"
"1226","ZNF131","chr5"
"1227","PTCHD4","chr6"
"1228","OPTN","chr10"
"1229","FAM171A1","chr10"
"1230","EXPH5","chr11"
"1231","CDH4","chr20"
"1232","SSX1","chrX"
"1233","ZMPSTE24","chr1"
"1234","CGN","chr1"
"1235","HMCN1","chr1"
"1236","CRYBG3","chr3"
"1237","GTPBP10","chr7"
"1238","EPHB4","chr7"
"1239","PTPRD","chr9"
"1240","ESPL1","chr12"
"1241","ASPG","chr14"
"1242","MIEF2","chr17"
"1243","ERGIC3","chr20"
"1244","DDX27","chr20"
"1245","KIF17","chr1"
"1246","BPNT1","chr1"
"1247","PGAP1","chr2"
"1248","AREG","chr4"
"1249","TKTL2","chr4"
"1250","TRIP13","chr5"
"1251","RAD17","chr5"
"1252","CMYA5","chr5"
"1253","SLC35B3","chr6"
"1254","LAMB4","chr7"
"1255","CCAR2","chr8"
"1256","STMN2","chr8"
"1257","ECPAS","chr9"
"1258","RPP38","chr10"
"1259","DDX50","chr10"
"1260","KLHL42","chr12"
"1261","MARS1","chr12"
"1262","NCOR2","chr12"
"1263","RARA","chr17"
"1264","SYT4","chr18"
"1265","MYLK2","chr20"
"1266","NLGN4X","chrX"
"1267","UTP14A","chrX"
"1268","H2BC12","chr6"
"1269","WDR27","chr6"
"1270","SPACA7","chr13"
"1271","CPNE6","chr14"
"1272","KCTD19","chr16"
"1273","TM4SF5","chr17"
"1274","PRKAR1A","chr17"
"1275","DENND2C","chr1"
"1276","RRNAD1","chr1"
"1277","PEAR1","chr1"
"1278","CACNA1E","chr1"
"1279","PARP1","chr1"
"1280","TTC31","chr2"
"1281","SNRNP200","chr2"
"1282","SCN3A","chr2"
"1283","FAM171B","chr2"
"1284","QARS1","chr3"
"1285","OR5K3","chr3"
"1286","CCDC14","chr3"
"1287","ADGRA3","chr4"
"1288","PLK2","chr5"
"1289","HSPA4","chr5"
"1290","ECI2","chr6"
"1291","RNF144B","chr6"
"1292","NELFE","chr6"
"1293","CEP162","chr6"
"1294","TMEM200A","chr6"
"1295","TAAR9","chr6"
"1296","SERAC1","chr6"
"1297","TCP10L3","chr6"
"1298","SUN1","chr7"
"1299","WIPF3","chr7"
"1300","URGCP","chr7"
"1301","ANKRD46","chr8"
"1302","TMEM74","chr8"
"1303","CDKN2A","chr9"
"1304","CDH23","chr10"
"1305","ZDHHC6","chr10"
"1306","AGBL2","chr11"
"1307","OR5M11","chr11"
"1308","ATM","chr11"
"1309","NECAP1","chr12"
"1310","APEX1","chr14"
"1311","STON2","chr14"
"1312","NTN3","chr16"
"1313","TSNAXIP1","chr16"
"1314","ZNF23","chr16"
"1315","NUFIP2","chr17"
"1316","KRT33A","chr17"
"1317","UHRF1","chr19"
"1318","FUT6","chr19"
"1319","ZNF653","chr19"
"1320","MAP1S","chr19"
"1321","PNMA8B","chr19"
"1322","RPL13A","chr19"
"1323","IZUMO2","chr19"
"1324","SH3BP1","chr22"
"1325","SHANK3","chr22"
"1326","RBM41","chrX"
"1327","PAK3","chrX"
"1328","F5","chr1"
"1329","ACSL3","chr2"
"1330","RAPGEF2","chr4"
"1331","PDLIM3","chr4"
"1332","ADAMTS6","chr5"
"1333","PCDHA8","chr5"
"1334","SLC35B2","chr6"
"1335","GRM1","chr6"
"1336","OMD","chr9"
"1337","UBR4","chr1"
"1338","ECE1","chr1"
"1339","TIE1","chr1"
"1340","C1orf87","chr1"
"1341","LRRC7","chr1"
"1342","COL11A1","chr1"
"1343","RPRD2","chr1"
"1344","TMEM214","chr2"
"1345","ASPRV1","chr2"
"1346","LCT","chr2"
"1347","DOCK10","chr2"
"1348","CCR3","chr3"
"1349","STX19","chr3"
"1350","SEC22A","chr3"
"1351","ART3","chr4"
"1352","TDO2","chr4"
"1353","PDLIM4","chr5"
"1354","RAD50","chr5"
"1355","RBM27","chr5"
"1356","F13A1","chr6"
"1357","NOTCH4","chr6"
"1358","FBXO9","chr6"
"1359","MLIP","chr6"
"1360","IBTK","chr6"
"1361","SLC2A12","chr6"
"1362","ZMIZ2","chr7"
"1363","ZNF804B","chr7"
"1364","GFUS","chr8"
"1365","OR2S2","chr9"
"1366","BICC1","chr10"
"1367","KIF11","chr10"
"1368","CYP2C8","chr10"
"1369","PIK3AP1","chr10"
"1370","PPRC1","chr10"
"1371","NELL1","chr11"
"1372","PYGM","chr11"
"1373","PRB3","chr12"
"1374","OVCH1","chr12"
"1375","PCBP2","chr12"
"1376","MYBPC1","chr12"
"1377","HECTD4","chr12"
"1378","FREM2","chr13"
"1379","TBPL2","chr14"
"1380","RIOX1","chr14"
"1381","TGFB3","chr14"
"1382","CEP128","chr14"
"1383","AHNAK2","chr14"
"1384","CHRNA5","chr15"
"1385","USP10","chr16"
"1386","PELP1","chr17"
"1387","GPATCH8","chr17"
"1388","ITGA3","chr17"
"1389","TMEM104","chr17"
"1390","FDXR","chr17"
"1391","TNRC6C","chr17"
"1392","SEH1L","chr18"
"1393","C19orf57","chr19"
"1394","GIPC1","chr19"
"1395","CYP4F8","chr19"
"1396","BPIFB6","chr20"
"1397","PCK1","chr20"
"1398","C21orf62","chr21"
"1399","ZBTB21","chr21"
"1400","NF2","chr22"
"1401","RRAGB","chrX"
"1402","COL6A6","chr3"
"1403","ABLIM3","chr5"
"1404","OR2J3","chr6"
"1405","EPHA1","chr7"
"1406","SCRIB","chr8"
"1407","ABCA1","chr9"
"1408","LARGE1","chr22"
"1409","EIF2D","chr1"
"1410","KANSL2","chr12"
"1411","TOGARAM1","chr14"
"1412","STXBP4","chr17"
"1413","CILP2","chr19"
"1414","ITLN2","chr1"
"1415","ADD2","chr2"
"1416","LYG2","chr2"
"1417","RBMS3","chr3"
"1418","ADCY5","chr3"
"1419","RNF212","chr4"
"1420","GK2","chr4"
"1421","UNC5C","chr4"
"1422","TLR2","chr4"
"1423","SLC1A3","chr5"
"1424","SNX18","chr5"
"1425","SV2C","chr5"
"1426","ZNF391","chr6"
"1427","SEC63","chr6"
"1428","PEX7","chr6"
"1429","TRPA1","chr8"
"1430","GLB1L2","chr11"
"1431","DUSP6","chr12"
"1432","GCN1","chr12"
"1433","OTX2","chr14"
"1434","DICER1","chr14"
"1435","GP2","chr16"
"1436","RBBP6","chr16"
"1437","C1QTNF1","chr17"
"1438","ROCK1","chr18"
"1439","ZNF558","chr19"
"1440","SLC35C2","chr20"
"1441","CSDE1","chr1"
"1442","MTHFD2L","chr4"
"1443","WDFY3","chr4"
"1444","PSD2","chr5"
"1445","PCDHB4","chr5"
"1446","SLC6A7","chr5"
"1447","TBC1D9B","chr5"
"1448","GCM1","chr6"
"1449","ALDH8A1","chr6"
"1450","VIP","chr6"
"1451","LLCFC1","chr7"
"1452","SLC18A2","chr10"
"1453","OR5L1","chr11"
"1454","ARAP1","chr11"
"1455","KCNA1","chr12"
"1456","GNS","chr12"
"1457","DYRK2","chr12"
"1458","SSH1","chr12"
"1459","POMP","chr13"
"1460","CACNA1H","chr16"
"1461","VAT1L","chr16"
"1462","SARM1","chr17"
"1463","HSPG2","chr1"
"1464","MEAF6","chr1"
"1465","LRRC71","chr1"
"1466","KCNT2","chr1"
"1467","LNPK","chr2"
"1468","USF3","chr3"
"1469","NLGN1","chr3"
"1470","LPA","chr6"
"1471","UBN2","chr7"
"1472","KIF27","chr9"
"1473","SORCS1","chr10"
"1474","AFAP1L2","chr10"
"1475","TTC17","chr11"
"1476","RAD9A","chr11"
"1477","ZFP36L1","chr14"
"1478","RBPJL","chr20"
"1479","CDX4","chrX"
"1480","ZP4","chr1"
"1481","SPICE1","chr3"
"1482","SI","chr3"
"1483","KLHL6","chr3"
"1484","TECRL","chr4"
"1485","FHDC1","chr4"
"1486","PALLD","chr4"
"1487","SPINK5","chr5"
"1488","BBS9","chr7"
"1489","NRXN2","chr11"
"1490","HAGH","chr16"
"1491","FHOD1","chr16"
"1492","CD300LG","chr17"
"1493","POLRMT","chr19"
"1494","KIF16B","chr20"
"1495","APCDD1L","chr20"
"1496","CABLES2","chr20"
"1497","DIDO1","chr20"
"1498","ACVR2B","chr3"
"1499","OR5H2","chr3"
"1500","CRACD","chr4"
"1501","KIF3A","chr5"
"1502","PRPS1L1","chr7"
"1503","NPC1L1","chr7"
"1504","AKAP9","chr7"
"1505","BRINP1","chr9"
"1506","ALOX5","chr10"
"1507","PCGF5","chr10"
"1508","MMP8","chr11"
"1509","OR6C2","chr12"
"1510","TAOK3","chr12"
"1511","LRRC43","chr12"
"1512","DGKH","chr13"
"1513","COG3","chr13"
"1514","NUTM1","chr15"
"1515","CHRNA3","chr15"
"1516","C16orf89","chr16"
"1517","ABCC6","chr16"
"1518","FBRS","chr16"
"1519","PLPPR3","chr19"
"1520","OR7E24","chr19"
"1521","ANKRD35","chr1"
"1522","ATP8A1","chr4"
"1523","AC098582.1","chr4"
"1524","TLL1","chr4"
"1525","GALNTL6","chr4"
"1526","TENM3","chr4"
"1527","FAM172A","chr5"
"1528","BTN3A1","chr6"
"1529","TMEM30A","chr6"
"1530","MRPL32","chr7"
"1531","IQUB","chr7"
"1532","COL14A1","chr8"
"1533","NTRK2","chr9"
"1534","PDZRN4","chr12"
"1535","AKAP11","chr13"
"1536","CYSLTR2","chr13"
"1537","KLHL28","chr14"
"1538","ATG2B","chr14"
"1539","TMC5","chr16"
"1540","POU2F2","chr19"
"1541","SYCP2","chr20"
"1542","TAB3","chrX"
"1543","DMD","chrX"
"1544","CCDC22","chrX"
"1545","EPB41","chr1"
"1546","HOOK1","chr1"
"1547","WLS","chr1"
"1548","FLG2","chr1"
"1549","PRELP","chr1"
"1550","TRAPPC12","chr2"
"1551","CRIM1","chr2"
"1552","NCKAP5","chr2"
"1553","GTDC1","chr2"
"1554","KIF1A","chr2"
"1555","VIPR1","chr3"
"1556","TKT","chr3"
"1557","ATR","chr3"
"1558","AMTN","chr4"
"1559","MEPE","chr4"
"1560","CYP2U1","chr4"
"1561","GUCY1A1","chr4"
"1562","C6","chr5"
"1563","H4C2","chr6"
"1564","LHFPL5","chr6"
"1565","HECA","chr6"
"1566","TRGC2","chr7"
"1567","TNS3","chr7"
"1568","EPHB6","chr7"
"1569","FDFT1","chr8"
"1570","SLC10A5","chr8"
"1571","RGP1","chr9"
"1572","SLC28A3","chr9"
"1573","ASPN","chr9"
"1574","GRK2","chr11"
"1575","FGF19","chr11"
"1576","DLG2","chr11"
"1577","PLEKHG6","chr12"
"1578","SSPN","chr12"
"1579","RESF1","chr12"
"1580","CORO1C","chr12"
"1581","C12orf65","chr12"
"1582","DYNC1H1","chr14"
"1583","CHRFAM7A","chr15"
"1584","RHBDF1","chr16"
"1585","CALB2","chr16"
"1586","ABR","chr17"
"1587","ARRB2","chr17"
"1588","UTP18","chr17"
"1589","CREB3L3","chr19"
"1590","PLA2G4C","chr19"
"1591","TPX2","chr20"
"1592","PABPC1L","chr20"
"1593","MYT1","chr20"
"1594","KRTAP13-1","chr21"
"1595","RTL6","chr22"
"1596","CSF2RA","chrX"
"1597","DDX53","chrX"
"1598","GPR173","chrX"
"1599","FBXO42","chr1"
"1600","OR2T10","chr1"
"1601","STXBP5","chr6"
"1602","HECW1","chr7"
"1603","DLC1","chr8"
"1604","SAP18","chr13"
"1605","HAS3","chr16"
"1606","SNRPB2","chr20"
"1607","ADNP","chr20"
"1608","SAGE1","chrX"
"1609","GLMN","chr1"
"1610","H3-3A","chr1"
"1611","HADHB","chr2"
"1612","EHD3","chr2"
"1613","VWA3B","chr2"
"1614","SSB","chr2"
"1615","CCR4","chr3"
"1616","ILDR1","chr3"
"1617","CEP70","chr3"
"1618","MED12L","chr3"
"1619","SLC6A18","chr5"
"1620","MEF2C","chr5"
"1621","PCDHGA6","chr5"
"1622","KIAA1191","chr5"
"1623","GPRIN1","chr5"
"1624","SLC34A1","chr5"
"1625","MOCS1","chr6"
"1626","TFEB","chr6"
"1627","TDRD6","chr6"
"1628","AEBP1","chr7"
"1629","EGFR","chr7"
"1630","ELN","chr7"
"1631","BMT2","chr7"
"1632","MCPH1","chr8"
"1633","INTS9","chr8"
"1634","VPS13B","chr8"
"1635","RASEF","chr9"
"1636","NUDT22","chr11"
"1637","LTBP3","chr11"
"1638","TECTA","chr11"
"1639","BIN2","chr12"
"1640","SUOX","chr12"
"1641","MYCBP2","chr13"
"1642","IPO5","chr13"
"1643","MIA2","chr14"
"1644","ARID4A","chr14"
"1645","FLRT2","chr14"
"1646","SNRPN","chr15"
"1647","ELL3","chr15"
"1648","AMDHD2","chr16"
"1649","ERN2","chr16"
"1650","ZNF688","chr16"
"1651","OR3A1","chr17"
"1652","GHDC","chr17"
"1653","CACNA1G","chr17"
"1654","GAREM1","chr18"
"1655","ADGRE1","chr19"
"1656","OR10H2","chr19"
"1657","CCDC8","chr19"
"1658","ZNF582","chr19"
"1659","SLC37A1","chr21"
"1660","PLXNB2","chr22"
"1661","MAGEB2","chrX"
"1662","MAGED1","chrX"
"1663","DHCR24","chr1"
"1664","ADGRL2","chr1"
"1665","ZMYND10","chr3"
"1666","RIMS1","chr6"
"1667","ENO2","chr12"
"1668","MGST1","chr12"
"1669","GPHN","chr14"
"1670","CCP110","chr16"
"1671","USP26","chrX"
"1672","DLGAP3","chr1"
"1673","C1orf141","chr1"
"1674","CDC7","chr1"
"1675","APOA2","chr1"
"1676","HSD11B1","chr1"
"1677","PCNX2","chr1"
"1678","ARID4B","chr1"
"1679","CTLA4","chr2"
"1680","ATP2B2","chr3"
"1681","FLNB","chr3"
"1682","CLSTN2","chr3"
"1683","TRIM38","chr6"
"1684","EEF1A1","chr6"
"1685","IPCEF1","chr6"
"1686","CALD1","chr7"
"1687","MSR1","chr8"
"1688","ZFAT","chr8"
"1689","FBP2","chr9"
"1690","KAT5","chr11"
"1691","IAPP","chr12"
"1692","PDE1B","chr12"
"1693","METTL7B","chr12"
"1694","ATP2B1","chr12"
"1695","APBA2","chr15"
"1696","TPSD1","chr16"
"1697","SUPT6H","chr17"
"1698","JUP","chr17"
"1699","ACTG1","chr17"
"1700","ABCA7","chr19"
"1701","ZNF676","chr19"
"1702","CATSPERG","chr19"
"1703","ATP1A3","chr19"
"1704","KLK12","chr19"
"1705","ZNF765","chr19"
"1706","SIRPB2","chr20"
"1707","SLC9A8","chr20"
"1708","MICAL3","chr22"
"1709","PIWIL3","chr22"
"1710","ODF3B","chr22"
"1711","DGAT2L6","chrX"
"1712","RPS6KA6","chrX"
"1713","ESPN","chr1"
"1714","FBN2","chr5"
"1715","GARS1","chr7"
"1716","AKR1D1","chr7"
"1717","PLPBP","chr8"
"1718","EYA1","chr8"
"1719","OR13C8","chr9"
"1720","LAMC3","chr9"
"1721","TRIM22","chr11"
"1722","PLXNC1","chr12"
"1723","ATP2A2","chr12"
"1724","SIX4","chr14"
"1725","TM2D3","chr15"
"1726","HSDL1","chr16"
"1727","FCHO1","chr19"
"1728","KMT5C","chr19"
"1729","SKI","chr1"
"1730","FBXO6","chr1"
"1731","CASP9","chr1"
"1732","WNT4","chr1"
"1733","PIGV","chr1"
"1734","HDAC1","chr1"
"1735","AGO3","chr1"
"1736","SMAP2","chr1"
"1737","CLK2","chr1"
"1738","POU2F1","chr1"
"1739","ZNF648","chr1"
"1740","CFH","chr1"
"1741","ASPM","chr1"
"1742","KCNH1","chr1"
"1743","MSH6","chr2"
"1744","GMCL1","chr2"
"1745","BCL2L11","chr2"
"1746","IL1RN","chr2"
"1747","DLX1","chr2"
"1748","MFSD6","chr2"
"1749","C3orf20","chr3"
"1750","SUSD5","chr3"
"1751","PTPN23","chr3"
"1752","AMT","chr3"
"1753","SEMA3F","chr3"
"1754","ITIH1","chr3"
"1755","PRICKLE2","chr3"
"1756","FILIP1L","chr3"
"1757","MYH15","chr3"
"1758","ZBTB20","chr3"
"1759","SLC12A8","chr3"
"1760","ARMC8","chr3"
"1761","PLS1","chr3"
"1762","MAEA","chr4"
"1763","LETM1","chr4"
"1764","LARP7","chr4"
"1765","FABP2","chr4"
"1766","IRF2","chr4"
"1767","FAT1","chr4"
"1768","SLC12A7","chr5"
"1769","SGTB","chr5"
"1770","GCNT4","chr5"
"1771","CKMT2","chr5"
"1772","LMNB1","chr5"
"1773","RNF145","chr5"
"1774","GABRB2","chr5"
"1775","PDLIM7","chr5"
"1776","FAM193B","chr5"
"1777","MAML1","chr5"
"1778","AL645922.1","chr6"
"1779","TREML2","chr6"
"1780","DNAAF5","chr7"
"1781","SDK1","chr7"
"1782","PLXNA4","chr7"
"1783","KMT2C","chr7"
"1784","PRAG1","chr8"
"1785","SOX7","chr8"
"1786","SH2D4A","chr8"
"1787","ENTPD4","chr8"
"1788","YTHDF3","chr8"
"1789","PREX2","chr8"
"1790","RIMS2","chr8"
"1791","PLEC","chr8"
"1792","LRRC14","chr8"
"1793","FBXO10","chr9"
"1794","ANXA1","chr9"
"1795","GABBR2","chr9"
"1796","SEC16A","chr9"
"1797","AJM1","chr9"
"1798","MLLT10","chr10"
"1799","KIAA1217","chr10"
"1800","JCAD","chr10"
"1801","PARD3","chr10"
"1802","FZD8","chr10"
"1803","GDF10","chr10"
"1804","JMJD1C","chr10"
"1805","MICU1","chr10"
"1806","GRID1","chr10"
"1807","NRIP3","chr11"
"1808","PLEKHA7","chr11"
"1809","MRGPRX4","chr11"
"1810","SMTNL1","chr11"
"1811","RPS6KA4","chr11"
"1812","GAL3ST3","chr11"
"1813","SPTBN2","chr11"
"1814","PIWIL4","chr11"
"1815","NRIP2","chr12"
"1816","CD9","chr12"
"1817","DHH","chr12"
"1818","KRT7","chr12"
"1819","KRT77","chr12"
"1820","KIF5A","chr12"
"1821","MON2","chr12"
"1822","NAV3","chr12"
"1823","MGAT4C","chr12"
"1824","CEP290","chr12"
"1825","FBXW8","chr12"
"1826","VPS37B","chr12"
"1827","SLC7A1","chr13"
"1828","ARL11","chr13"
"1829","ATP11A","chr13"
"1830","RPL10L","chr14"
"1831","NID2","chr14"
"1832","JKAMP","chr14"
"1833","NUMB","chr14"
"1834","CYFIP1","chr15"
"1835","PGBD4","chr15"
"1836","DUOX2","chr15"
"1837","IGDCC3","chr15"
"1838","CYP11A1","chr15"
"1839","RASGRF1","chr15"
"1840","TEDC2","chr16"
"1841","PAQR4","chr16"
"1842","ZNF205","chr16"
"1843","ZNF213","chr16"
"1844","ZNF500","chr16"
"1845","ZNF785","chr16"
"1846","STX1B","chr16"
"1847","VPS35","chr16"
"1848","KATNB1","chr16"
"1849","CDH16","chr16"
"1850","ENKD1","chr16"
"1851","GLG1","chr16"
"1852","KARS1","chr16"
"1853","SPG7","chr16"
"1854","PRPF8","chr17"
"1855","ATP2A3","chr17"
"1856","AIPL1","chr17"
"1857","KIAA0753","chr17"
"1858","MYO18A","chr17"
"1859","KRT12","chr17"
"1860","CAVIN1","chr17"
"1861","ASB16","chr17"
"1862","NGFR","chr17"
"1863","TMEM94","chr17"
"1864","DNAH17","chr17"
"1865","PCYT2","chr17"
"1866","FASN","chr17"
"1867","AP3D1","chr19"
"1868","TJP3","chr19"
"1869","KDM4B","chr19"
"1870","SLC25A23","chr19"
"1871","TNPO2","chr19"
"1872","PRDX2","chr19"
"1873","NR2F6","chr19"
"1874","NR2C2AP","chr19"
"1875","CHST8","chr19"
"1876","TMC4","chr19"
"1877","ZNF135","chr19"
"1878","ZNF324","chr19"
"1879","SIGLEC1","chr20"
"1880","PLCB1","chr20"
"1881","ISM1","chr20"
"1882","CST9","chr20"
"1883","NCOA6","chr20"
"1884","ADA","chr20"
"1885","ZBP1","chr20"
"1886","PRELID3B","chr20"
"1887","TUBA8","chr22"
"1888","DGCR8","chr22"
"1889","SFI1","chr22"
"1890","PPP6R2","chr22"
"1891","NYX","chrX"
"1892","RBM10","chrX"
"1893","GATA1","chrX"
"1894","TRO","chrX"
"1895","TCEAL2","chrX"
"1896","FRMPD3","chrX"
"1897","COL4A5","chrX"
"1898","HAUS7","chrX"
"1899","SLC2A5","chr1"
"1900","PRDX1","chr1"
"1901","NTNG1","chr1"
"1902","DUSP12","chr1"
"1903","PTPN7","chr1"
"1904","TRIM11","chr1"
"1905","ITSN2","chr2"
"1906","OTOF","chr2"
"1907","CCDC142","chr2"
"1908","DDX18","chr2"
"1909","ARHGAP15","chr2"
"1910","FMNL2","chr2"
"1911","CYP20A1","chr2"
"1912","VWC2L","chr2"
"1913","ZNF142","chr2"
"1914","TRIP12","chr2"
"1915","NMUR1","chr2"
"1916","CCDC191","chr3"
"1917","OSBPL11","chr3"
"1918","PLXND1","chr3"
"1919","RYK","chr3"
"1920","COPB2","chr3"
"1921","ZBTB38","chr3"
"1922","MCF2L2","chr3"
"1923","ARAP2","chr4"
"1924","ENAM","chr4"
"1925","ANKRD50","chr4"
"1926","ISL1","chr5"
"1927","PCDHAC1","chr5"
"1928","ADRA1B","chr5"
"1929","DOCK2","chr5"
"1930","H3C6","chr6"
"1931","EHMT2","chr6"
"1932","SYNCRIP","chr6"
"1933","GABRR2","chr6"
"1934","MTHFD1L","chr6"
"1935","SCAF8","chr6"
"1936","THSD7A","chr7"
"1937","BZW2","chr7"
"1938","SP4","chr7"
